repository_id,repository_name,repository_link,owner_id,owner_name,owner_type,description,stars,fork_count,language,created_at,updated_at,watchers_count,snapshot_date,open_issues_count,archived,fork,topics
1266797999,ponytail,https://github.com/DietrichGebert/ponytail,137048761,DietrichGebert,User,Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.,80711,4353,JavaScript,2026-06-12T00:52:37Z,2026-07-11T20:50:13Z,80711,2026-07-11,62,False,False,"[""agent-skills"", ""ai-agents"", ""claude"", ""claude-code"", ""claude-code-plugin"", ""cursor-rules"", ""developer-tools"", ""llm"", ""prompt-engineering"", ""yagni""]"
1273138090,Unlimited-OCR,https://github.com/baidu/Unlimited-OCR,13245940,baidu,Organization,Unlimited OCR Works: Welcome the Era of One-shot Long-horizon Parsing.,14020,1176,Python,2026-06-18T08:40:15Z,2026-07-11T20:51:59Z,14020,2026-07-11,52,False,False,[]
1277477208,openwiki,https://github.com/langchain-ai/openwiki,126733545,langchain-ai,Organization,OpenWiki is a CLI that writes and maintains agent documentation for your codebase.,10549,717,TypeScript,2026-06-22T23:48:26Z,2026-07-11T20:47:19Z,10549,2026-07-11,105,False,False,[]
1281315781,DeepSpec,https://github.com/deepseek-ai/DeepSpec,148330874,deepseek-ai,Organization,DeepSpec: a full-stack codebase for training and evaluating speculative decoding algorithms,6540,587,Python,2026-06-26T12:36:05Z,2026-07-11T17:37:47Z,6540,2026-07-11,46,False,False,[]
1288952336,X4G,https://github.com/x4gKing/X4G,298382259,x4gKing,User,,4460,8451,Python,2026-07-04T06:43:51Z,2026-07-11T20:31:39Z,4460,2026-07-11,12,False,False,[]
1287460663,T3MP3ST,https://github.com/elder-plinius/T3MP3ST,133052465,elder-plinius,User,autonomous red teaming platform; multi-agent offensive-security meta-harness,4422,939,TypeScript,2026-07-02T17:53:55Z,2026-07-11T20:16:11Z,4422,2026-07-11,41,False,False,"[""agents"", ""ai"", ""multi-agent"", ""offensive-security"", ""redteam""]"
1273536446,Cowart,https://github.com/zhongerxin/Cowart,8215057,zhongerxin,User,,4369,333,JavaScript,2026-06-18T16:08:30Z,2026-07-11T17:58:10Z,4369,2026-07-11,8,False,False,[]
1278830624,wloc,https://github.com/Yu9191/wloc,132221547,Yu9191,User,修改 Apple 网络定位（gs-loc）返回坐标 · 支持 Surge / Quantumult X / Loon / Stash · 快捷指令一键设置/恢复定位,3900,688,JavaScript,2026-06-24T06:15:30Z,2026-07-11T19:59:03Z,3900,2026-07-11,30,False,False,[]
1277675818,exploitarium,https://github.com/bikini/exploitarium,63224111,bikini,User,"A single archive of public exploit PoCs and vulnerability research writeups. At the time I post these, none have been reported. Feel free to report them yourself and take credit for the CVE if handed out lulz. Please do not abuse these. I do this so to allure people into the field, and I've always found this is the most efficient way.",3870,1112,Python,2026-06-23T05:14:11Z,2026-07-11T19:49:42Z,3870,2026-07-11,6,False,False,[]
1286080397,colibri,https://github.com/JustVugg/colibri,13022503,JustVugg,User,"Run GLM-5.2 (744B MoE) on a 25GB-RAM consumer machine — pure C, zero deps, experts streamed from disk. Tiny engine, immense model. 🐦",3750,301,C,2026-07-01T12:27:49Z,2026-07-11T20:52:03Z,3750,2026-07-11,22,False,False,[]
1280278993,torlink,https://github.com/baairon/torlink,97924486,baairon,User,"A sleek, zero-setup torrent finder and downloader that lives right in your terminal.",3470,230,TypeScript,2026-06-25T12:37:15Z,2026-07-11T20:31:46Z,3470,2026-07-11,6,False,False,"[""crossplatform"", ""downloader"", ""magnet-links"", ""p2p"", ""torrent"", ""torrent-client"", ""zero-configuration""]"
1271113810,eve,https://github.com/vercel/eve,14985020,vercel,Organization,The Framework for Building Agents,3428,291,TypeScript,2026-06-16T10:51:20Z,2026-07-11T17:55:09Z,3428,2026-07-11,245,False,False,"[""agent"", ""framework"", ""harness"", ""javascript"", ""markdown"", ""sandbox"", ""typescript"", ""vercel"", ""workflows""]"
1269395331,devspace,https://github.com/Waishnav/devspace,86405648,Waishnav,User,Turn ChatGPT into Codex! OR Turn Claude Web into Claude Code!,3161,332,TypeScript,2026-06-14T16:57:27Z,2026-07-11T20:11:12Z,3161,2026-07-11,17,False,False,[]
