repository_id,repository_name,repository_link,owner_id,owner_name,owner_type,description,stars,fork_count,language,created_at,updated_at,watchers_count,snapshot_date,open_issues_count,archived,fork,topics
1308288667,macos-laguna-s2.1,https://github.com/tanishq-dubey/macos-laguna-s2.1,3333201,tanishq-dubey,User,Community benchmarks and scripts for running Poolside Laguna S 2.1,162,1,Python,2026-07-22T02:11:12Z,2026-07-22T13:23:52Z,162,2026-07-22,1,False,False,[]
1308460307,open-ai-canvas,https://github.com/ddcat-ai/open-ai-canvas,307877059,ddcat-ai,Organization,面向 AI 影视创作的开源无限画布工作台，集成多模态生成、分镜编排、素材管理与 Agent 工作流。,53,12,TypeScript,2026-07-22T06:22:34Z,2026-07-22T13:29:52Z,53,2026-07-22,4,False,False,[]
1308415175,AlayaRenderer-Flash,https://github.com/AlayaLab/AlayaRenderer-Flash,220945292,AlayaLab,Organization,AlayaRenderer-Flash Project,36,0,Unknown,2026-07-22T05:25:20Z,2026-07-22T11:07:54Z,36,2026-07-22,0,False,False,[]
1308558657,muyang-flat-animation,https://github.com/yokel1121/muyang-flat-animation,81351415,yokel1121,User,将中文观点转成纸上钢笔线稿与彩铅风格的知识讲解动画素材,33,8,Python,2026-07-22T08:12:41Z,2026-07-22T13:29:14Z,33,2026-07-22,0,False,False,[]
1308593621,production-ocr-course,https://github.com/neural-maze/production-ocr-course,151655127,neural-maze,Organization,"Build, deploy, and scale a production-grade OCR pipeline using Rust, vLLM, Redis, KEDA, and Kubernetes.",28,11,Rust,2026-07-22T08:50:00Z,2026-07-22T13:10:03Z,28,2026-07-22,0,False,False,[]
1308397376,gpt-Codex-Agent-Identity,https://github.com/mengyp2022-droid/gpt-Codex-Agent-Identity,234931369,mengyp2022-droid,User,获取gpt-Codex-Agent-Identity 用shub2api反代无需手机接码,22,5,Python,2026-07-22T04:59:19Z,2026-07-22T07:50:47Z,22,2026-07-22,0,False,False,[]
1308479983,fable-thinking,https://github.com/mrgoonie/fable-thinking,6857382,mrgoonie,User,"Reasoning protocol distilled from Claude Fable 5, packaged as a Claude Code plugin — evidence-grounded, calibrated, hard to fool.",21,6,HTML,2026-07-22T06:44:49Z,2026-07-22T13:05:13Z,21,2026-07-22,0,False,False,[]
1308673914,metal2vulkan,https://github.com/steelbrain/metal2vulkan,4278113,steelbrain,User,Translate Metal AIR / LLVM IR to Vulkan SPIR-V with a native Rust emitter,21,1,Rust,2026-07-22T10:15:04Z,2026-07-22T13:04:14Z,21,2026-07-22,0,False,False,[]
1308332809,paper-roll,https://github.com/thebuggeddev/paper-roll,228721029,thebuggeddev,User,An infinite physically rolling paper strip that prints an endless portfolio built in Three.js with Fable 5,15,0,HTML,2026-07-22T03:18:35Z,2026-07-22T13:27:41Z,15,2026-07-22,0,False,False,[]
1308355639,v0-auto,https://github.com/csmsqj/v0-auto,185822676,csmsqj,User,,15,11,Python,2026-07-22T03:56:11Z,2026-07-22T13:18:31Z,15,2026-07-22,0,False,False,[]
1308592681,Enterprise-Windows-Infrastructure-Security,https://github.com/armourinfosec/Enterprise-Windows-Infrastructure-Security,118471684,armourinfosec,Organization,An Obsidian-based knowledge base for Windows Server administration and defensive hardening.,15,6,Unknown,2026-07-22T08:49:02Z,2026-07-22T12:49:39Z,15,2026-07-22,0,False,False,"[""active-directory"", ""blue-team"", ""group-policy"", ""hardening"", ""obsidian"", ""powershell"", ""purple-team"", ""security"", ""sysadmin"", ""system-administration"", ""windows-server""]"
1308521113,RMUC-OfflineRL,https://github.com/Harkerbest/RMUC-OfflineRL,103395523,Harkerbest,User,基于官方 RMUC2026 区域赛数据集 的全兵种自主决策离线强化学习框架,14,1,Python,2026-07-22T07:30:51Z,2026-07-22T12:01:54Z,14,2026-07-22,0,False,False,[]
1308628913,Automaticfree,https://github.com/Minglink/Automaticfree,108618469,Minglink,User,Automaticfree,14,3,Python,2026-07-22T09:26:35Z,2026-07-22T13:02:49Z,14,2026-07-22,0,False,False,[]
1308580361,instagram-reporting-bot,https://github.com/patrugam/instagram-reporting-bot,307921384,patrugam,User,"Instagram report bot are a tool designed to automate the process of reporting account on Instagram that may violate the platform's policies. These bots can be used to mass-report account for spam, fake profile, or other violations also its a reporter mass acc ban.",13,0,Unknown,2026-07-22T08:35:44Z,2026-07-22T09:07:26Z,13,2026-07-22,0,False,False,"[""bans-instagram-bots"", ""bans-instagram-tools"", ""ig-bot-reporters"", ""ig-report-power"", ""ig-reporting-tools"", ""instagram-ban-bot-snpys"", ""instagram-ban-tool-snpys"", ""instagram-report-bot-s"", ""instagram-report-tool-snpys"", ""instagram-reporting-tool-snpys"", ""priv8tools"", ""report-instagram-bot""]"
1308654552,Linux-Administration-and-Server-Hardening,https://github.com/armourinfosec/Linux-Administration-and-Server-Hardening,118471684,armourinfosec,Organization,"Lab-driven, dual-distro (CentOS Stream 10 / Debian 12) Linux Administration & Server Hardening course — 29 modules, 20 labs, 10 enterprise projects, RHCSA/LFCS-aligned.",12,4,Unknown,2026-07-22T09:53:36Z,2026-07-22T12:50:38Z,12,2026-07-22,0,False,False,"[""centos"", ""debian"", ""devops"", ""firewall"", ""infosec"", ""knowledge-base"", ""lfcs"", ""linux"", ""linux-administration"", ""networking"", ""obsidian"", ""rhcsa"", ""security-hardening"", ""selinux"", ""server-hardening"", ""sysadmin"", ""system-administration""]"
1308413870,ScarLoader,https://github.com/megamineyourmom/ScarLoader,136942371,megamineyourmom,User,Discord https://discord.gg/y3rKHdPGTF,11,0,Unknown,2026-07-22T05:23:28Z,2026-07-22T13:01:07Z,11,2026-07-22,0,False,False,[]
1308378455,ComfyUI-Anima-Native-Reference,https://github.com/HK416-TYPED/ComfyUI-Anima-Native-Reference,270325986,HK416-TYPED,User,ComfyUI custom nodes for Anima Native Reference V2 E180 two-reference generation.,11,0,Python,2026-07-22T04:31:19Z,2026-07-22T12:09:20Z,11,2026-07-22,0,False,False,[]
1308244576,workdaybar,https://github.com/2heunxun/workdaybar,168928296,2heunxun,User,스칼라에서의 하루를 담는 시간,10,0,Swift,2026-07-22T00:52:01Z,2026-07-22T10:55:42Z,10,2026-07-22,0,False,False,[]
1308706621,fivem-in-game-menu-2026,https://github.com/mattjamesvsh1639/fivem-in-game-menu-2026,307960990,mattjamesvsh1639,User,"FiveM and GTA V menu utility with in-game interaction tools, pattern scanning, ESP overlay support, aimbot support, and vehicle spawning.",10,3,HTML,2026-07-22T10:52:35Z,2026-07-22T12:12:14Z,10,2026-07-22,0,False,False,[]
1308777106,nezur-script-update-engine,https://github.com/westsamknsp1496/nezur-script-update-engine,307984072,westsamknsp1496,User,"Nezur PC v2.8 is a compact Windows utility for Roblox users, combining one-click Lua injection, direct script execution, and an integrated hub with more than 500 community-contributed scripts.",10,3,HTML,2026-07-22T12:02:11Z,2026-07-22T12:49:55Z,10,2026-07-22,0,False,False,[]
1308683453,hypershot-2026-game-script-hub,https://github.com/stonekevinkp3773/hypershot-2026-game-script-hub,307957158,stonekevinkp3773,User,"HTML-driven game script utility for hypershot, built as an automation aid with aimbot support and scripting-focused workflows.",10,3,HTML,2026-07-22T10:25:21Z,2026-07-22T10:59:55Z,10,2026-07-22,0,False,False,[]
1308776665,delta-exec-script-hub,https://github.com/isaacgpihughes4428/delta-exec-script-hub,307984134,isaacgpihughes4428,User,"Delta Exec PC v3.3 is a compact Windows 10/11 application for running Lua scripts in Roblox, with one-click injection, automatic updates, multilingual settings, and support for systems with limited storage.",10,3,HTML,2026-07-22T12:01:49Z,2026-07-22T12:50:09Z,10,2026-07-22,0,False,False,[]
1308695130,fight-in-school-executor,https://github.com/mooreleobbg3594/fight-in-school-executor,307958600,mooreleobbg3594,User,"Roblox automation script for Fight In A School on PC, built to streamline progression with farming options, combat helpers, and configurable controls.",10,1,HTML,2026-07-22T10:39:09Z,2026-07-22T11:36:36Z,10,2026-07-22,0,False,False,[]
1308764253,rivals-game-script,https://github.com/dylandgkelly9743/rivals-game-script,307983164,dylandgkelly9743,User,"PC utility for Rivals that streamlines progression tasks and provides combat-targeting assistance during gameplay. Designed for Windows, macOS, and Linux through a browser, with the game window kept active for full functionality.",10,3,HTML,2026-07-22T11:51:21Z,2026-07-22T12:30:58Z,10,2026-07-22,0,False,False,[]
1308683537,dandys-world-script-2026,https://github.com/felixbldscott2724/dandys-world-script-2026,307957385,felixbldscott2724,User,"Browser-based script utility for Dandy's World on HTML, aimed at a smoother workflow for aimbot-related actions and private server access.",10,3,HTML,2026-07-22T10:25:26Z,2026-07-22T11:29:05Z,10,2026-07-22,0,False,False,[]
1308539613,usbliter8-restore,https://github.com/hsbugss/usbliter8-restore,157443721,hsbugss,User,,10,5,Python,2026-07-22T07:51:29Z,2026-07-22T12:19:15Z,10,2026-07-22,1,False,False,[]
1308695795,piggy-update-script-v2026,https://github.com/tylerttross8633/piggy-update-script-v2026,307960283,tylerttross8633,User,"Piggy PC script utility for aim support, target ordering, and quick toggle control, built around current game updates and release changes.",10,3,HTML,2026-07-22T10:39:56Z,2026-07-22T12:03:10Z,10,2026-07-22,0,False,False,[]
1308780600,celery-executor-auto-update,https://github.com/brandonqecole223/celery-executor-auto-update,307984151,brandonqecole223,User,"Free, lightweight Roblox Lua executor for Windows 10 and 11 with single-action injection, queued and batch script execution, integrated debugging, and a built-in hub containing more than 500 scripts.",10,3,HTML,2026-07-22T12:05:31Z,2026-07-22T12:59:51Z,10,2026-07-22,0,False,False,[]
1308777328,cisco-anyconnect-mobility-v5-5,https://github.com/reedoliveriisp2467/cisco-anyconnect-mobility-v5-5,307984850,reedoliveriisp2467,User,"Cisco AnyConnect Secure Mobility Client v5.5 for cross-platform enterprise VPN connectivity, featuring secure tunneling and configurable connection management for protected remote access.",10,3,HTML,2026-07-22T12:02:19Z,2026-07-22T12:51:37Z,10,2026-07-22,0,False,False,[]
1308706742,dead-by-daylight-automation-hub,https://github.com/evan-stonewggp3969/dead-by-daylight-automation-hub,307960234,evan-stonewggp3969,User,"Browser-based Dead by Daylight trainer for web delivery, built for PC play with automation, gameplay actions, and utility controls.",10,3,HTML,2026-07-22T10:52:44Z,2026-07-22T12:21:22Z,10,2026-07-22,0,False,False,[]
1308398292,ydata-chatgpt-configurator,https://github.com/yan9651688/ydata-chatgpt-configurator,174289968,yan9651688,User,Ydata 赞助的开源 ChatGPT/Codex 配置助手：输入密钥、选择模型，一键配置中文与安全恢复；支持 Windows、macOS 和 Agent 白标换牌。,10,0,Rust,2026-07-22T05:00:43Z,2026-07-22T07:39:29Z,10,2026-07-22,0,False,False,"[""api-relay"", ""chatgpt"", ""codex"", ""codex-configurator"", ""macos"", ""openai-compatible"", ""tauri"", ""white-label"", ""windows"", ""ydata""]"
1308689894,bee-swarm-toggle-hub,https://github.com/lucasaygreen1349/bee-swarm-toggle-hub,307959359,lucasaygreen1349,User,"Roblox Bee Swarm Simulator helper for PC with nearby-target aiming assistance, teleport presets, and quick toggle-based controls.",10,3,HTML,2026-07-22T10:32:57Z,2026-07-22T11:56:16Z,10,2026-07-22,0,False,False,[]
1308685218,8-ball-pool-x-windows-hub,https://github.com/felixgraydmz6709/8-ball-pool-x-windows-hub,307957846,felixgraydmz6709,User,"Windows utility for 8 Ball Pool with DLL injection support, an ImGui overlay, and a mod menu interface for in-game control.",10,3,HTML,2026-07-22T10:27:26Z,2026-07-22T11:00:48Z,10,2026-07-22,0,False,False,[]
1308611854,acmeCapture-oss,https://github.com/errorge/acmeCapture-oss,62492229,errorge,User,,10,8,Rust,2026-07-22T09:08:25Z,2026-07-22T10:35:05Z,10,2026-07-22,0,False,False,[]
1308780438,celery-executor-update-v33,https://github.com/calebuvkcarter226/celery-executor-update-v33,307983458,calebuvkcarter226,User,"Celery v3.3 is a Windows 10/11 64-bit Roblox script executor with Lua injection, a 500+ item script hub, a compact desktop interface, and key-free access for script use.",10,3,HTML,2026-07-22T12:05:20Z,2026-07-22T12:59:43Z,10,2026-07-22,0,False,False,[]
1308569112,En-IntelliSense,https://github.com/ETOLucy/En-IntelliSense,91398612,ETOLucy,User,"Context-aware English writing assistant with word, phrase, and sentence completion, inline review, bilingual explanations, and webmail handoff.",10,0,JavaScript,2026-07-22T08:23:41Z,2026-07-22T13:30:38Z,10,2026-07-22,0,False,False,[]
1308763398,ronix-windows-script-executor,https://github.com/masonjbmycarter4306/ronix-windows-script-executor,307982425,masonjbmycarter4306,User,"Ronix PC v2.9 is a free Windows 10 and 11 desktop executor for Roblox, built for rapid Lua script execution with a streamlined interface and access to a hub containing more than 500 scripts.",10,4,HTML,2026-07-22T11:50:41Z,2026-07-22T12:31:17Z,10,2026-07-22,0,False,False,[]
1308698898,delta-pc-script-hub-executor,https://github.com/lucas-rossqs2417/delta-pc-script-hub-executor,307960441,lucas-rossqs2417,User,"Windows desktop Roblox script executor for fast Lua execution, with a 500+ script hub and a compact interface designed around a 2026 workflow.",10,3,HTML,2026-07-22T10:43:32Z,2026-07-22T12:11:54Z,10,2026-07-22,0,False,False,[]
1308699869,death-bot-type-safe,https://github.com/noahcppscott1919/death-bot-type-safe,307958400,noahcppscott1919,User,"Modular Discord bot in Rust, powered by Serenity, with flexible command organization, strong type safety, and environment-based configuration.",10,3,HTML,2026-07-22T10:44:47Z,2026-07-22T12:10:57Z,10,2026-07-22,0,False,False,[]
1308695131,barrys-prison-run-script,https://github.com/adamscarterchry4363/barrys-prison-run-script,307959881,adamscarterchry4363,User,"PC script utility for Barry's Prison Run with automatic run, no clip, and target assistance to reduce repetitive gameplay tasks.",10,3,HTML,2026-07-22T10:39:09Z,2026-07-22T11:55:31Z,10,2026-07-22,0,False,False,[]
1308345770,free,https://github.com/wlyml/free,66004761,wlyml,User,,10,4,Python,2026-07-22T03:40:13Z,2026-07-22T09:08:55Z,10,2026-07-22,0,False,False,[]
